DBMS_Base,DBMS_Tested,SAME_Number,DIFFERENT_Number,ERROR_Number,Total_Number_of_SQL_files,SAME_RATE,DIFFERENT_RATE,ERROR_RATE
sqlite,sqlite,27997,0,0,592,1.0,0.0,0.0
